city,year,rank,nrank_less10lakh ,nrank_more10lakh,servicelevel,observation,feedback,total,certification,ulbcensuscode,district,state,bjp_ruled,wards,pop2011,nodalperson,awardcategory,asics2017rank,asics2017score,mayoralterm,electionmode,commtenure,commexp,mc,admin_type,zrankeast,zranknorth,zrankne,zrankwest,zranksouth,revenue,rev_per_capita,change,change_percent,Code
Rajahmundry,2019,98,,,326.61,1114,926.28,2866.89,500,802952,East Godavari,Andhra Pradesh,0,50,376333,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,761206902,2023,,,
Rajahmundry,2020,51,51,,1021.63,1436,1181.03,3838.66,200,802952,East Godavari,Andhra Pradesh,,50,376333,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,791838279,2104,,,
Dhule,2016,NA,,,NA,NA,NA,NA,NA,802646,Dhule,Maharashtra,1,35,375559,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Dhule,2017,124,,,606,336.88,243.8,1186.68,NA,802646,Dhule,Maharashtra,1,35,375559,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Dhule,2018,78,,,286,1139,1238,2663,NA,802646,Dhule,Maharashtra,1,35,375559,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Dhule,2019,100,,,559,1022,927,2858,350,802646,Dhule,Maharashtra,1,35,375559,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Dhule,2020,9,9,,1125.71,1410.64,1260.65,4897,1100,802646,Dhule,Maharashtra,,35,375559,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Rohtak,2016,NA,,,NA,NA,NA,NA,NA,800414,Rohtak,Haryana,1,20,374292,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Rohtak,2017,295,,,174.21,374.67,251.61,800.49,NA,800414,Rohtak,Haryana,1,20,374292,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,466830000,1247,0.572081486,57.20814863,1
Rohtak,2018,89,,,295,1102,1218,2614,NA,800414,Rohtak,Haryana,1,20,374292,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1090932000,2915,-0.17445107,-17.44510701,1
Rohtak,2019,69,,,472,1070,941,3083,600,800414,Rohtak,Haryana,1,20,374292,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,928886718,2482,0.37671159,37.67115896,1
Rohtak,2020,35,35,,892.2,1436,1146.35,4174.55,700,800414,Rohtak,Haryana,,20,374292,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1490300000,3982,,,2
Korba,2016,NA,,,NA,NA,NA,NA,NA,801949,Korba,Chhattisgarh,1,67,363390,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Korba,2017,77,,,546.32,372.11,394.98,1313.41,NA,801949,Korba,Chhattisgarh,1,67,363390,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2125933479,5850,-0.242220912,-24.22209121,1
Korba,2018,37,,,642,1126,1222,2989,NA,801949,Korba,Chhattisgarh,1,67,363390,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1711397271,4710,,,1
Korba,2019,65,,,403,1148,961,3111,600,801949,Korba,Chhattisgarh,0,67,363390,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1780264821,4899,,,
Korba,2020,45,45,,1210.54,1197.23,1114.48,4022.25,500,801949,Korba,Chhattisgarh,,67,363390,Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1851903639,5096,,,
Bhilwara,2016,NA,,,NA,NA,NA,NA,NA,800592,Bhilwara,Rajasthan,1,55,359483,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Bhilwara,2017,212,,,346,299.07,319.74,964.81,NA,800592,Bhilwara,Rajasthan,1,55,359483,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,678751348,1888,,,1
Bhilwara,2018,152,,,339,856.67,1098.72,2294.39,NA,800592,Bhilwara,Rajasthan,1,55,359483,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,706064669,1964,,,
Bhilwara,2019,372,,,187.68,475,722.83,1410.51,25,800592,Bhilwara,Rajasthan,0,55,359483,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,734477092,2043,,,
Bhilwara,2020,287,287,,197.71,619,885.52,1902.23,200,800592,Bhilwara,Rajasthan,,55,359483,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,764032847,2125,,,
Brahmapur,2016,NA,,,NA,NA,NA,NA,NA,801881,Ganjam,Odisha,0,40,356598,Commissioner cum EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Brahmapur,2017,187,,,475.53,235.07,311.5,1022.09,NA,801881,Ganjam,Odisha,0,40,356598,Commissioner cum EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Brahmapur,2018,305,,,38,888.93,730.37,1657.3,NA,801881,Ganjam,Odisha,0,40,356598,Commissioner cum EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Brahmapur,2019,216,,,328.45,661,865.88,2205.32,350,801881,Ganjam,Odisha,0,40,356598,Commissioner cum EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Brahmapur,2020,63,63,,1040.42,1288,890.13,3718.55,500,801881,Ganjam,Odisha,,40,356598,Commissioner cum EO,"Best Medium City in 'Innovation & Best Practices' (National Level, <10 Lakh)",NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Muzaffarpur,2016,NA,,,NA,NA,NA,NA,NA,801324,Muzaffarpur,Bihar,0,49,354462,Add MC,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Muzaffarpur,2017,304,,,336.37,191.78,253.45,781.5,NA,801324,Muzaffarpur,Bihar,0,49,354462,Add MC,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2534130535,7149,0.026166155,2.616615548,2
Muzaffarpur,2018,345,,,78,801.67,603.9,1483.57,NA,801324,Muzaffarpur,Bihar,2,49,354462,Add MC,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2602220645,7341,0.008328202,0.832820154,2
Muzaffarpur,2019,387,,,65.75,556,673.16,1319.91,25,801324,Muzaffarpur,Bihar,2,49,354462,Add MC,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2624074466,7403,,,2
Ahmednagar,2016,NA,,,NA,NA,NA,NA,NA,802828,Ahmednagar,Maharashtra,1,34,350859,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Ahmednagar,2017,183,,,504.18,269.73,259.82,1033.74,NA,802828,Ahmednagar,Maharashtra,1,34,350859,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ahmednagar,2018,141,,,355,962.38,1057.26,2374.64,NA,802828,Ahmednagar,Maharashtra,1,34,350859,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ahmednagar,2019,273,,,253.12,629,971.97,1954.09,100,802828,Ahmednagar,Maharashtra,1,34,350859,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Ahmedanagar,2020,40,40,,658.3,1352,1237.31,4147.61,900,802828,Ahmednagar,Maharashtra,,34,350859,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Mathura-Vrindavan,2016,NA,,,NA,NA,NA,NA,NA,800799,Mathura,Uttar Pradesh,0,70,349909,NA,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,0
Mathura-Vrindavan,2017,352,,,172.17,307.86,191.61,671.64,NA,800799,Mathura,Uttar Pradesh,0,70,349909,NA,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,3
Mathura-Vrindavan,2018,422,,,86,430.09,532.25,1048.34,NA,800799,Mathura,Uttar Pradesh,1,70,349909,NA,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,3
Mathura-Vrindavan,2019,134,,,119.73,1042,888.62,2650.35,600,800799,Mathura,Uttar Pradesh,1,70,349909,NA,FMC (medium) (3 - 10 Lakh),NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,3
Mathura-Vrindavan,2020,39,39,,1034.83,1446.38,1169.74,4150.95,500,800799,Mathura,Uttar Pradesh,,70,349909,NA,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,3
Kollam,2016,NA,,,NA,NA,NA,NA,NA,803306,Kollam,Kerala,0,55,348657,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Kollam,2017,365,,,84.7,305.41,238.41,628.52,NA,803306,Kollam,Kerala,0,55,348657,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kollam,2018,247,,,42,969.83,866.87,1878.7,NA,803306,Kollam,Kerala,0,55,348657,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kollam,2019,377,,,10,635,701.44,1371.44,25,803306,Kollam,Kerala,0,55,348657,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kollam,2020,352,352,,91.14,575,531.06,1397.2,200,803306,Kollam,Kerala,,55,348657,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Avadi,2016,NA,,,NA,NA,NA,NA,NA,803323,Thiruvallur,Tamil Nadu,0,48,345996,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Avadi,2017,169,,,555.02,288.15,225.93,1069.1,NA,803323,Thiruvallur,Tamil Nadu,0,48,345996,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,583475438,1686,,,1
Avadi,2018,433,,,189,382.74,413.99,985.73,NA,803323,Thiruvallur,Tamil Nadu,0,48,345996,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,606954804.7,,,,2
Avadi,2019,385,,,152,310,724.09,1336.09,150,803323,Thiruvallur,Tamil Nadu,0,48,345996,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,631378993.8,,,,2
Avadi,2020,321,321,,388.31,556,702.02,1646.33,,803323,Thiruvallur,Tamil Nadu,,48,345996,Commissioner/EO,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,656786025.5,,,,2
Kadapa,2016,NA,,,NA,NA,NA,NA,NA,802998,Kadapa,Andhra Pradesh,0,50,344893,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Kadapa,2017,154,,,598.33,271.25,226.79,1096.37,NA,802998,Kadapa,Andhra Pradesh,0,50,344893,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kadapa,2018,163,,,253,1110.42,877.77,2241.19,NA,802998,Kadapa,Andhra Pradesh,0,50,344893,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kadapa,2019,142,,,165.6,1047,920.54,2633.14,500,802998,Kadapa,Andhra Pradesh,0,50,344893,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Kadapa,2020,76,76,,848.12,1389.23,1122.62,3559.97,200,802998,Kadapa,Andhra Pradesh,,50,344893,Municipal Commissioner,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bilaspur,2016,NA,,,NA,NA,NA,NA,NA,801975,Bilaspur,Chhattisgarh,1,66,331030,Commisioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,,,,,0
Bilaspur,2017,179,,,467.3,279.33,292.51,1039.14,NA,801975,Bilaspur,Chhattisgarh,1,66,331030,Commisioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1289971732,3897,0.133637645,13.36376453,1
Bilaspur,2018,22,,,716,1166,1254,3136,NA,801975,Bilaspur,Chhattisgarh,1,66,331030,Commisioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1488951736,4498,,,1
Bilaspur,2019,28,,,895,1192,930,3617,600,801975,Bilaspur,Chhattisgarh,0,66,331030,Commisioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1548867958,4679,,,
Bilaspur,2020,11,11,,1141.96,1422.13,1211.65,4875.74,1100,801975,Bilaspur,Chhattisgarh,,66,331030,Commisioner,None,NA,NA,NA,NA,NA,NA,1,NN,NA,NA,NA,NA,NA,1611195241,4867,,,
Kamarhati,2016,NA,,,NA,NA,NA,NA,NA,801711,North 24 Praganas,West Bengal,0,12,330211,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Kamarhati,2017,NA,,,NA,NA,NA,NA,NA,801711,North 24 Praganas,West Bengal,0,12,330211,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Kamarhati,2018,441,,,0,408.85,484.42,893.27,NA,801711,North 24 Praganas,West Bengal,0,12,330211,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,470638152,1425,,,1
Kamarhati,2019,NA,,,NA,NA,NA,NA,NA,801711,North 24 Praganas,West Bengal,0,12,330211,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,
Shahjahanpur,2016,NA,,,NA,NA,NA,NA,NA,800889,Shahjahanpur,Uttar Pradesh,0,44,329736,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Shahjahanpur,2017,426,,,119.74,115.43,223.37,458.54,NA,800889,Shahjahanpur,Uttar Pradesh,0,44,329736,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Shahjahanpur,2018,308,,,162,709.59,774.41,1646,NA,800889,Shahjahanpur,Uttar Pradesh,1,44,329736,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Shahjahanpur,2019,162,,,133,1078,813.73,2524.73,500,800889,Shahjahanpur,Uttar Pradesh,1,44,329736,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Shahjahanpur,2020,78,78,,763.75,1411.91,1163.04,3538.7,200,800889,Shahjahanpur,Uttar Pradesh,,44,329736,Executive Officer,"Best City in 'Maximum Citizens Participation' (National Level, <10 Lakh)",NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,3
Bijapur (Karnataka),2016,NA,,,NA,NA,NA,NA,NA,803051,Bijapur,Karnataka,0,35,327427,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Bijapur (Karnataka),2017,312,,,329.04,174.44,256.65,760.12,NA,803051,Bijapur,Karnataka,0,35,327427,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bijapur (Karnataka),2018,275,,,232,712.49,826.42,1770.91,NA,803051,Bijapur,Karnataka,0,35,327427,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bijapur (Karnataka),2019,251,,,309.65,982,598.25,2039.9,150,803051,Bijapur,Karnataka,0,35,327427,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Bijapur (Karnataka),2020,327,327,,312.91,510,746.42,1569.33,,803051,Bijapur,Karnataka,,35,327427,EO,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Rampur,2016,NA,,,NA,NA,NA,NA,NA,800695,Rampur,Uttar Pradesh,0,43,325313,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,,,,,0
Rampur,2017,399,,,132.63,175.46,234.89,542.99,NA,800695,Rampur,Uttar Pradesh,0,43,325313,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,590890910,1816,-0.206144659,-20.61446588,1
Rampur,2018,277,,,47,786.42,935.66,1769.08,NA,800695,Rampur,Uttar Pradesh,1,43,325313,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,489900532,1506,0.584320457,58.43204567,1
Rampur,2019,351,,,73,617,680.29,1520.29,150,800695,Rampur,Uttar Pradesh,1,43,325313,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,1178553383,3623,,,2
Rampur,2020,311,311,,94.2,727.78,892.02,1714,,800695,Rampur,Uttar Pradesh,,43,325313,Executive Officer,None,NA,NA,NA,NA,NA,NA,0,NPP,NA,NA,NA,NA,NA,1225979008,3769,,,
Shimoga,2016,NA,,,NA,NA,NA,NA,NA,803137,Shimoga,Karnataka,0,35,322650,EO,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,0
Shimoga,2017,147,,,494.82,300.91,317.11,1112.84,NA,803137,Shimoga,Karnataka,0,35,322650,EO,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Shimoga,2018,204,,,486,663.41,915.19,2064.6,NA,803137,Shimoga,Karnataka,0,35,322650,EO,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Shimoga,2019,300,,,400.98,551,825.1,1802.08,25,803137,Shimoga,Karnataka,0,35,322650,EO,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Shimoga,2020,204,204,,328.01,1006.52,1069.95,2404.48,,803137,Shimoga,Karnataka,,35,322650,EO,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Chandrapur,2016,NA,,,NA,NA,NA,NA,NA,802722,Chandrapur,Maharashtra,1,17,320379,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Chandrapur,2017,76,,,641.11,398.88,275.29,1315.28,NA,802722,Chandrapur,Maharashtra,1,17,320379,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Chandrapur,2018,91,,,402,972,1237,2610,NA,802722,Chandrapur,Maharashtra,1,17,320379,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Chandrapur,2019,29,,,795,1116,1093,3604,600,802722,Chandrapur,Maharashtra,1,17,320379,Nodal Person,Best City in CF (3 - 10 Lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Chandrapur,2020,4,4,,1309.49,1450.21,1319.23,5178.93,1100,802722,Chandrapur,Maharashtra,,17,320379,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Raurkela Town,2016,NA,,,NA,NA,NA,NA,NA,801819,Sundergarh,Odisha,0,33,320040,DY Commissioner on Charge,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Raurkela Town,2017,168,,,422.55,338.01,310.46,1071.02,NA,801819,Sundergarh,Odisha,0,33,320040,DY Commissioner on Charge,FMC in EZ(pop 2-10lakh),NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,487298000,1523,0.135875415,13.58754152,2
Raurkela Town,2018,304,,,175,707.91,774.52,1657.43,NA,801819,Sundergarh,Odisha,0,33,320040,DY Commissioner on Charge,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,563921000,1762,0.202386105,20.23861049,2
Raurkela Town,2019,353,,,187.92,531,793.93,1512.85,0,801819,Sundergarh,Odisha,0,33,320040,DY Commissioner on Charge,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,707010000,2209,,,2
Raurkela Town,2020,156,156,,373.37,956,965.17,2794.54,500,801819,Sundergarh,Odisha,,33,320040,DY Commissioner on Charge,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,735460464,2298,,,
Junagadh,2016,NA,,,NA,NA,NA,NA,NA,802529,Junagadh,Gujarat,1,20,319462,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Junagadh,2017,52,,,652.03,345.2,413.37,1410.6,NA,802529,Junagadh,Gujarat,1,20,319462,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Junagadh,2018,117,,,531,923,1039.21,2493.21,NA,802529,Junagadh,Gujarat,1,20,319462,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Junagadh,2019,154,,,106.78,1093,918.23,2568.01,450,802529,Junagadh,Gujarat,1,20,319462,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Junagadh,2020,111,111,,505.44,1473.19,1047.26,3225.89,200,802529,Junagadh,Gujarat,,20,319462,Nodal Officer,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,4
Thrissur,2016,NA,,,NA,NA,NA,NA,NA,803280,Thrissur,Kerala,0,55,315957,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Thrissur,2017,324,,,226,253.01,254.65,733.66,NA,803280,Thrissur,Kerala,0,55,315957,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,1497472670,4739,0.310900151,31.09001514,1
Thrissur,2018,381,,,129,744.17,382.21,1255.38,NA,803280,Thrissur,Kerala,0,55,315957,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2173085182,6878,-2.106633097,-210.6633097,1
Thrissur,2019,356,,,68.5,590,665.39,1473.89,150,803280,Thrissur,Kerala,0,55,315957,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,699498497,2214,0.651538877,65.15388767,1
Thrissur,2020,366,366,,131.27,539,522.07,1192.34,,803280,Thrissur,Kerala,,55,315957,Secretary,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,2007393222,6353,,,1
Alwar,2016,NA,,,NA,NA,NA,NA,NA,800490,Alwar,Rajasthan,1,50,315379,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,0
Alwar,2017,364,,,186.53,198.2,253.29,638.01,NA,800490,Alwar,Rajasthan,1,50,315379,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Alwar,2018,371,,,161,423.63,762.58,1347.21,NA,800490,Alwar,Rajasthan,1,50,315379,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Alwar,2019,186,,,347.73,846,899.54,2393.27,300,800490,Alwar,Rajasthan,0,50,315379,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Alwar,2020,155,155,,458.05,1150,986.85,2794.9,200,800490,Alwar,Rajasthan,,50,315379,EO,None,NA,NA,NA,NA,NA,NA,0,mcl,NA,NA,NA,NA,NA,,,,,4
Barddhaman,2016,NA,,,NA,NA,NA,NA,NA,801678,Barddhaman,West Bengal,0,40,314265,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Barddhaman,2017,NA,,,NA,NA,NA,NA,NA,801678,Barddhaman,West Bengal,0,40,314265,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Barddhaman,2018,455,,,0,410.11,331.94,742.05,NA,801678,Barddhaman,West Bengal,0,40,314265,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,601514187,1914,,,1
Barddhaman,2019,NA,,,NA,NA,NA,NA,NA,801678,Barddhaman,West Bengal,0,40,314265,NA,None,NA,NA,NA,NA,NA,NA,0,M,NA,NA,NA,NA,NA,,,,,0
Nizamabad,2016,NA,,,NA,NA,NA,NA,NA,802904,Nizamabad,Telangana,0,50,311152,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,,,,,0
Nizamabad,2017,178,,,473.05,294.83,272.16,1040.05,NA,802904,Nizamabad,Telangana,0,50,311152,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,390290240,1254,0.071102656,7.110265566,1
Nizamabad,2018,148,,,398,833.75,1093.26,2325.01,NA,802904,Nizamabad,Telangana,0,50,311152,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,420165094,1350,,,1
Nizamabad,2019,262,,,169.99,705,924.27,1999.27,200,802904,Nizamabad,Telangana,0,50,311152,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,437072764,1405,,,
Nizamabad,2020,133,133,,498.27,1270,1017.82,2986.09,200,802904,Nizamabad,Telangana,,50,311152,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,MC,NA,NA,NA,NA,NA,454660808,1461,,,
Parbhani,2016,NA,,,NA,NA,NA,NA,NA,802753,Parbhani,Maharashtra,1,16,307170,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,0
Parbhani,2017,229,,,286.42,351.74,285.93,924.09,NA,802753,Parbhani,Maharashtra,1,16,307170,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Parbhani,2018,34,,,578,1154,1275,3007,NA,802753,Parbhani,Maharashtra,1,16,307170,Nodal Person,Best city in CF (3-10 lakh pop),NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Parbhani,2019,158,,,493.91,1056,966.36,2541.27,25,802753,Parbhani,Maharashtra,1,16,307170,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
Parbhani,2020,70,70,,801.49,1346.45,1198.24,3646.18,300,802753,Parbhani,Maharashtra,,16,307170,Nodal Person,None,NA,NA,NA,NA,NA,NA,1,City MCorp,NA,NA,NA,NA,NA,,,,,4
